# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  2 03:24:48 2025
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
loc_rowid,hostname,sy_snum,sy_pnum,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_age,st_ageerr1,st_ageerr2,st_agelim
4677,Kepler-864,1,2,5754.00,66.12,-63.35,0,1.000000,0.262000,-0.088000,0,1.000000,0.048000,-0.054000,0,0.0400,0.1360,-0.1770,0,4.6800,3.4300,-2.8700,0
4678,Kepler-864,1,2,6213.00,173.00,-259.00,0,1.195000,0.351000,-0.140000,0,1.270000,0.142000,-0.156000,0,0.3600,0.1000,-0.3000,0,0.3000,2.4000,-2.4000,0
4679,Kepler-865,1,2,5570.00,287.71,-208.99,0,0.920000,0.180000,-0.086000,0,0.930000,0.092000,-0.065000,0,-0.0100,0.1380,-0.1770,0,4.2700,5.1500,-2.5600,0
4680,Kepler-865,1,2,5440.00,162.00,-162.00,0,0.885000,0.193000,-0.129000,0,0.782000,0.116000,-0.062000,0,-0.2400,0.3500,-0.3000,0,4.2700,5.1500,-2.5600,0
4681,Kepler-866,1,1,4751.00,64.17,-70.26,0,0.710000,0.028000,-0.043000,0,0.750000,0.037000,-0.046000,0,-0.0700,0.1600,-0.1720,0,4.2700,5.8000,-2.4800,0
4682,Kepler-867,1,1,5541.00,61.72,-68.57,0,0.910000,0.061000,-0.044000,0,0.920000,0.037000,-0.038000,0,-0.0200,0.0980,-0.1100,0,5.8900,3.3400,-3.3700,0
4683,Kepler-868,1,1,5614.00,75.11,-68.84,0,0.890000,0.088000,-0.064000,0,0.930000,0.046000,-0.060000,0,-0.0800,0.1460,-0.1890,0,3.8900,4.6000,-2.3000,0
4684,Kepler-869,1,1,5664.00,72.29,-95.26,0,0.950000,0.219000,-0.072000,0,0.970000,0.049000,-0.052000,0,0.0200,0.1290,-0.1590,0,4.7900,4.4200,-3.0600,0
4685,Kepler-87,1,2,5600.00,50.00,-50.00,0,1.820000,0.040000,-0.040000,0,1.100000,0.050000,-0.050000,0,-0.1700,0.0300,-0.0300,0,7.5000,0.5000,-0.5000,0
4686,Kepler-87,1,2,5600.00,50.00,-50.00,0,1.820000,0.040000,-0.040000,0,1.100000,0.050000,-0.050000,0,-0.1700,0.0300,-0.0300,0,7.5000,0.5000,-0.5000,0
4687,Kepler-870,1,1,5857.00,139.18,-150.97,0,1.020000,0.185000,-0.103000,0,1.010000,0.066000,-0.062000,0,-0.0100,0.1360,-0.1670,0,3.8000,2.9700,-2.0700,0
4688,Kepler-871,1,1,5993.00,107.01,-146.49,0,1.140000,0.310000,-0.126000,0,1.110000,0.089000,-0.075000,0,0.0900,0.1490,-0.1500,0,3.4700,1.5900,-1.7400,0
4689,Kepler-872,1,1,5902.00,123.56,-185.00,0,1.080000,0.267000,-0.126000,0,1.050000,0.064000,-0.076000,0,0.0400,0.1300,-0.1630,0,4.1700,2.6700,-2.3100,0
4690,Kepler-873,1,1,6163.00,97.06,-135.88,0,1.270000,0.533000,-0.177000,0,1.180000,0.175000,-0.088000,0,0.0700,0.1430,-0.1390,0,2.9500,0.9570,-1.2100,0
4691,Kepler-874,1,1,6020.00,155.87,-210.62,0,1.130000,0.306000,-0.155000,0,1.090000,0.117000,-0.091000,0,0.0300,0.1400,-0.1700,0,3.3100,1.9600,-1.5900,0
4692,Kepler-875,1,1,5958.00,259.15,-255.76,0,1.110000,0.301000,-0.162000,0,1.060000,0.131000,-0.094000,0,0.0300,0.1290,-0.1590,0,3.3900,2.8100,-1.6100,0
4693,Kepler-876,1,1,5060.00,63.15,-63.75,0,0.770000,0.034000,-0.039000,0,0.810000,0.038000,-0.043000,0,-0.0300,0.1440,-0.1710,0,5.2500,5.8200,-3.2200,0
4694,Kepler-877,1,1,5261.00,66.39,-67.02,0,0.810000,0.052000,-0.048000,0,0.850000,0.041000,-0.052000,0,-0.0600,0.1570,-0.1670,0,4.5700,6.2700,-2.8700,0
4695,Kepler-878,1,1,5044.00,49.53,-47.72,0,0.770000,0.036000,-0.039000,0,0.810000,0.036000,-0.043000,0,-0.0300,0.1520,-0.1670,0,4.5700,5.9000,-2.7600,0
4696,Kepler-879,1,2,5792.00,96.05,-120.23,0,1.020000,0.217000,-0.096000,0,1.020000,0.057000,-0.056000,0,0.0500,0.1490,-0.1550,0,4.2700,3.2500,-2.4900,0
4697,Kepler-879,1,2,5456.75,,,0,1.022000,0.288000,-0.155000,0,0.974000,0.127000,-0.104000,0,0.0500,0.1490,-0.1550,0,4.2700,3.2500,-2.4900,0
4698,KOI-142,1,3,5466.00,60.00,-60.00,0,0.897000,0.016000,-0.016000,0,0.990000,0.023000,-0.023000,0,0.2700,0.0600,-0.0600,0,1.6000,1.4000,-1.4000,0
4699,Kepler-880,1,2,6761.00,98.88,-97.72,0,1.740000,0.686000,-0.286000,0,1.460000,0.233000,-0.131000,0,0.0300,0.1230,-0.1760,0,1.6600,0.4000,-0.3100,0
4700,Kepler-880,1,2,6900.00,184.00,-204.00,0,2.599000,0.523000,-0.850000,0,1.714000,0.170000,-0.316000,0,0.0000,0.2500,-0.3000,0,1.4100,0.2500,-0.2500,0
4701,Kepler-881,1,1,5961.00,102.59,-115.91,0,1.090000,0.262000,-0.114000,0,1.060000,0.077000,-0.069000,0,0.0000,0.1490,-0.1810,0,3.8000,2.1100,-2.0100,0
4702,Kepler-882,1,1,5476.00,141.55,-156.54,0,0.870000,0.098000,-0.061000,0,0.900000,0.051000,-0.054000,0,-0.0300,0.1400,-0.1650,0,4.5700,5.4800,-2.8800,0
4703,Kepler-883,1,1,6116.00,64.67,-61.19,0,1.090000,0.096000,-0.076000,0,1.060000,0.048000,-0.047000,0,-0.1300,0.1050,-0.1100,0,3.0200,1.5700,-1.3600,0
4704,Kepler-884,1,1,5715.00,62.90,-52.56,0,0.940000,0.033000,-0.028000,0,1.000000,0.028000,-0.029000,0,0.0500,0.0880,-0.0880,0,2.4500,1.6600,-0.9340,0
4705,Kepler-885,1,1,6187.00,71.23,-58.44,0,1.350000,0.215000,-0.144000,0,1.210000,0.069000,-0.046000,0,0.1100,0.0830,-0.0800,0,3.1600,0.6200,-1.1000,0
4706,Kepler-886,1,1,6098.00,97.10,-117.80,0,1.160000,0.317000,-0.143000,0,1.100000,0.098000,-0.081000,0,-0.0100,0.1270,-0.1910,0,3.3900,1.5700,-1.6000,0
4707,Kepler-887,1,2,6194.00,62.11,-49.68,0,1.290000,0.186000,-0.117000,0,1.190000,0.052000,-0.039000,0,0.0800,0.0790,-0.0770,0,3.0900,0.6500,-1.2100,0
4708,Kepler-887,1,2,6194.00,62.11,-49.68,0,1.290000,0.186000,-0.117000,0,1.190000,0.052000,-0.039000,0,0.0800,0.0790,-0.0770,0,3.0900,0.6500,-1.2100,0
4709,Kepler-888,1,1,5875.00,66.36,-56.70,0,0.900000,0.029000,-0.026000,0,0.970000,0.030000,-0.030000,0,-0.2100,0.0960,-0.0980,0,1.4800,0.6440,-0.3000,0
4710,Kepler-889,1,1,5961.00,75.23,-59.95,0,1.250000,0.220000,-0.141000,0,1.140000,0.065000,-0.049000,0,0.1900,0.0800,-0.0840,0,3.9800,1.1400,-1.7000,0
4711,Kepler-890,1,1,5954.00,84.71,-101.27,0,1.130000,0.364000,-0.135000,0,1.090000,0.098000,-0.069000,0,0.0900,0.1520,-0.1660,0,3.6300,1.8800,-1.8800,0
4712,Kepler-891,1,1,5887.00,115.84,-117.44,0,1.070000,0.243000,-0.100000,0,1.060000,0.076000,-0.056000,0,0.0900,0.1450,-0.1480,0,3.5500,2.4500,-1.9300,0
4713,Kepler-892,1,1,4747.00,47.29,-45.63,0,0.720000,0.024000,-0.037000,0,0.750000,0.032000,-0.040000,0,-0.0400,0.1420,-0.1630,0,5.0100,5.8000,-3.0300,0
4714,Kepler-893,1,1,5820.00,98.79,-75.60,0,0.990000,0.163000,-0.082000,0,1.000000,0.053000,-0.061000,0,-0.0300,0.1340,-0.1830,0,3.8000,3.2600,-2.1200,0
4715,Kepler-894,1,1,5603.00,83.94,-60.71,0,0.850000,0.093000,-0.080000,0,0.870000,0.061000,-0.069000,0,-0.2500,0.1850,-0.2020,0,4.2700,5.5300,-2.6400,0
4716,Kepler-895,1,1,4315.00,42.14,-38.65,0,0.610000,0.021000,-0.022000,0,0.650000,0.029000,-0.028000,0,-0.1600,0.0970,-0.1120,0,2.6300,3.3100,-1.1700,0
4717,Kepler-896,1,2,5262.00,56.73,-52.21,0,0.810000,0.052000,-0.055000,0,0.840000,0.042000,-0.048000,0,-0.1000,0.1480,-0.1680,0,5.0100,6.2300,-3.2400,0
4718,Kepler-896,1,2,5510.00,166.00,-149.00,0,0.803000,0.188000,-0.063000,0,0.877000,0.083000,-0.092000,0,-0.1600,0.3000,-0.3000,0,7.5900,1.3300,-1.2800,0
4719,Kepler-897,1,1,5839.00,103.48,-143.96,0,1.040000,0.286000,-0.108000,0,1.030000,0.062000,-0.065000,0,0.0400,0.1420,-0.1560,0,4.3700,2.9600,-2.5200,0
4720,Kepler-898,1,1,4223.00,42.74,-38.02,0,0.620000,0.017000,-0.020000,0,0.650000,0.026000,-0.026000,0,-0.0600,0.1150,-0.0830,0,3.9800,4.9500,-2.2600,0
4721,Kepler-899,1,1,5595.00,270.58,-192.07,0,0.910000,0.152000,-0.086000,0,0.930000,0.083000,-0.065000,0,-0.0600,0.1580,-0.1780,0,4.0700,4.8800,-2.4400,0
4722,Kepler-9,1,3,5774.00,60.00,-60.00,0,0.958000,0.020000,-0.020000,0,1.022000,0.029000,-0.039000,0,0.0500,0.0700,-0.0700,0,2.0000,2.0000,-1.3000,0
4723,Kepler-9,1,3,5774.00,60.00,-60.00,0,0.958000,0.020000,-0.020000,0,1.022000,0.029000,-0.039000,0,0.0500,0.0700,-0.0700,0,2.0000,2.0000,-1.3000,0
4724,Kepler-9,1,3,5777.00,61.00,-61.00,0,1.020000,0.050000,-0.050000,0,1.070000,0.050000,-0.050000,0,0.1200,0.0400,-0.0400,0,1.0000,,,0
4725,KOI-351,1,8,6015.00,60.00,-60.00,0,1.290000,0.167000,-0.167000,0,1.120000,0.046000,-0.046000,0,0.0980,0.0400,-0.0400,0,0.5300,0.8800,-0.8800,0
4726,Kepler-900,1,1,4836.00,83.81,-69.99,0,0.730000,0.030000,-0.033000,0,0.780000,0.034000,-0.041000,0,-0.0100,0.1500,-0.1670,0,4.5700,5.8300,-2.6400,0
4727,Kepler-901,1,1,4184.00,52.61,-49.25,0,0.570000,0.026000,-0.024000,0,0.590000,0.036000,-0.036000,0,-0.3000,0.1380,-0.1430,0,3.8000,5.1900,-2.1200,0
4728,Kepler-902,1,1,5647.00,73.28,-88.98,0,0.930000,0.119000,-0.064000,0,0.950000,0.042000,-0.051000,0,0.0000,0.1420,-0.1710,0,4.3700,4.4500,-2.6100,0
4729,Kepler-903,1,2,5682.00,77.93,-110.73,0,0.970000,0.167000,-0.079000,0,0.980000,0.050000,-0.051000,0,0.0500,0.1440,-0.1560,0,4.7900,4.0000,-3.0000,0
4730,Kepler-903,1,2,5682.00,77.93,-110.73,0,0.970000,0.167000,-0.079000,0,0.980000,0.050000,-0.051000,0,0.0500,0.1440,-0.1560,0,4.7900,4.0000,-3.0000,0
4731,Kepler-904,1,1,6160.00,119.73,-149.12,0,1.250000,0.417000,-0.163000,0,1.160000,0.144000,-0.086000,0,0.0500,0.1290,-0.1440,0,3.0200,1.2100,-1.2600,0
4732,Kepler-905,1,1,5461.00,58.65,-55.12,0,0.860000,0.017000,-0.016000,0,0.950000,0.019000,-0.025000,0,0.0900,0.0850,-0.0900,0,1.6600,0.9050,-0.4600,0
4733,Kepler-906,1,1,6035.00,72.63,-62.37,0,1.020000,0.041000,-0.043000,0,1.060000,0.039000,-0.042000,0,-0.0900,0.1040,-0.1010,0,1.8600,1.0100,-0.5160,0
4734,Kepler-907,1,1,6106.00,84.34,-82.33,0,1.380000,0.055000,-0.051000,0,1.080000,0.073000,-0.064000,0,-0.1500,0.1200,-0.1000,0,5.3700,1.1000,-0.9600,0
4735,Kepler-908,3,1,5973.00,89.43,-95.84,0,1.120000,0.079000,-0.067000,0,1.110000,0.040000,-0.039000,0,0.1500,0.0560,-0.0630,0,3.0200,1.5400,-1.3600,0
4736,Kepler-909,1,1,6154.00,62.02,-57.72,0,1.230000,0.128000,-0.083000,0,1.170000,0.042000,-0.036000,0,0.0800,0.0820,-0.0750,0,2.8800,0.9270,-1.1400,0
4737,Kepler-91,1,1,4550.00,75.00,-75.00,0,6.300000,0.160000,-0.160000,0,1.310000,0.100000,-0.100000,0,0.1100,0.0700,-0.0700,0,4.4700,0.3700,-0.3000,0
4738,Kepler-910,1,1,6230.00,78.42,-71.69,0,1.500000,0.033000,-0.032000,0,1.260000,0.034000,-0.032000,0,0.1200,0.0840,-0.0800,0,3.3900,0.4000,-0.4000,0
4739,Kepler-911,1,1,6112.00,58.03,-62.20,0,1.990000,0.056000,-0.071000,0,1.340000,0.053000,-0.093000,0,0.0300,0.0560,-0.0330,0,3.5500,0.8400,-0.4000,0
4740,Kepler-912,1,1,5998.00,277.89,-268.31,0,1.110000,0.334000,-0.169000,0,1.070000,0.151000,-0.099000,0,0.0200,0.1300,-0.1670,0,3.1600,2.5100,-1.4000,0
4741,Kepler-913,1,2,4687.00,34.09,-30.74,0,0.610000,0.012000,-0.011000,0,0.630000,0.013000,-0.014000,0,-0.5200,0.0260,-0.0550,0,5.6200,6.0700,-3.7100,0
4742,Kepler-913,1,2,6068.00,82.00,-82.00,0,1.797000,0.295000,-0.406000,0,1.294000,0.131000,-0.145000,0,0.1600,0.1500,-0.1000,0,5.6200,6.0700,-3.7100,0
4743,Kepler-914,1,1,5877.00,74.15,-65.03,0,1.150000,0.131000,-0.091000,0,1.100000,0.048000,-0.043000,0,0.2200,0.0770,-0.0820,0,3.9800,1.5700,-2.0100,0
4744,Kepler-915,1,1,6173.00,70.33,-51.89,0,1.380000,0.297000,-0.173000,0,1.210000,0.092000,-0.053000,0,0.0800,0.0840,-0.0700,0,3.3900,0.6000,-1.0400,0
4745,Kepler-916,1,1,5248.00,98.84,-91.38,0,0.810000,0.050000,-0.045000,0,0.850000,0.042000,-0.047000,0,-0.0500,0.1400,-0.1670,0,4.7900,6.0800,-2.9500,0
4746,Kepler-917,1,1,5418.00,120.33,-70.72,0,0.760000,0.090000,-0.059000,0,0.800000,0.068000,-0.052000,0,-0.3800,0.2110,-0.1860,0,4.1700,6.4500,-2.7400,0
4747,Kepler-918,1,1,6028.00,134.42,-163.81,0,1.140000,0.261000,-0.124000,0,1.110000,0.095000,-0.071000,0,0.0600,0.1370,-0.1290,0,3.2400,1.8200,-1.5500,0
4748,Kepler-919,1,1,6113.00,132.90,-172.00,0,1.210000,0.465000,-0.151000,0,1.150000,0.153000,-0.087000,0,0.0700,0.1450,-0.1330,0,3.0200,1.3000,-1.3100,0
4749,Kepler-92,1,3,5883.00,50.00,-50.00,0,1.700000,0.050000,-0.050000,0,1.210000,0.080000,-0.080000,0,0.1381,0.0129,-0.0129,0,3.9800,1.3900,-0.4300,0
4750,Kepler-92,1,3,5883.00,50.00,-50.00,0,1.700000,0.050000,-0.050000,0,1.210000,0.080000,-0.080000,0,0.1381,0.0129,-0.0129,0,3.9800,1.3900,-0.4300,0
4751,Kepler-92,1,3,5904.34,120.45,-139.24,0,1.817190,0.126065,-0.054880,0,1.070000,0.138335,-0.130160,0,0.1381,0.0129,-0.0129,0,3.9800,1.3900,-0.4300,0
4752,Kepler-920,1,2,5403.00,62.18,-59.44,0,0.850000,0.072000,-0.053000,0,0.890000,0.039000,-0.049000,0,0.0000,0.1470,-0.1910,0,4.3700,6.1000,-2.6300,0
4753,Kepler-920,1,2,5403.00,62.18,-59.44,0,0.850000,0.072000,-0.053000,0,0.890000,0.039000,-0.049000,0,0.0000,0.1470,-0.1910,0,4.3700,6.1000,-2.6300,0
4754,Kepler-921,1,1,5663.00,69.96,-61.96,0,0.910000,0.104000,-0.075000,0,0.930000,0.051000,-0.062000,0,-0.1200,0.1610,-0.1950,0,4.2700,4.6000,-2.6000,0
4755,Kepler-922,1,1,5671.00,64.06,-65.37,0,0.930000,0.113000,-0.072000,0,0.950000,0.046000,-0.054000,0,-0.0500,0.1520,-0.1790,0,4.3700,4.2200,-2.5700,0
4756,Kepler-923,1,1,5988.00,82.20,-64.57,0,1.260000,0.255000,-0.171000,0,1.110000,0.071000,-0.044000,0,0.0700,0.0880,-0.0810,0,4.6800,1.0000,-1.7300,0
4757,Kepler-924,1,1,6167.00,124.02,-161.28,0,1.230000,0.445000,-0.180000,0,1.140000,0.152000,-0.093000,0,0.0100,0.1240,-0.1820,0,3.0900,1.3700,-1.3200,0
4758,Kepler-925,1,1,4673.00,62.23,-104.92,0,0.720000,0.025000,-0.027000,0,0.770000,0.029000,-0.036000,0,0.1200,0.1420,-0.1890,0,2.5700,5.9200,-1.1500,0
4759,Kepler-926,1,1,5806.00,100.39,-125.66,0,1.010000,0.248000,-0.097000,0,1.010000,0.063000,-0.062000,0,0.0300,0.1320,-0.1730,0,4.3700,2.9800,-2.5500,0
4760,Kepler-927,1,1,5743.00,85.68,-106.02,0,0.990000,0.228000,-0.084000,0,0.990000,0.051000,-0.051000,0,0.0300,0.1310,-0.1600,0,4.3700,3.7400,-2.5400,0
4761,Kepler-928,1,1,4700.00,57.52,-57.97,0,0.700000,0.028000,-0.045000,0,0.730000,0.039000,-0.047000,0,-0.1100,0.1710,-0.1750,0,4.3700,6.0300,-2.5100,0
4762,Kepler-929,1,1,5869.00,290.44,-266.47,0,1.020000,0.245000,-0.135000,0,1.010000,0.124000,-0.089000,0,-0.0400,0.1400,-0.1830,0,3.4700,3.4200,-1.7800,0
4763,Kepler-93,1,2,5669.00,75.00,-75.00,0,0.919000,0.011000,-0.011000,0,0.911000,0.033000,-0.033000,0,-0.1800,0.1000,-0.1000,0,6.6000,0.9000,-0.9000,0
4764,Kepler-93,1,2,5669.00,75.00,-75.00,0,0.920000,0.020000,-0.020000,0,0.910000,0.060000,-0.060000,0,-0.1800,0.1000,-0.1000,0,5.0500,,,0
4765,Kepler-930,1,1,6335.00,273.34,-258.85,0,1.400000,0.602000,-0.268000,0,1.250000,0.224000,-0.156000,0,0.0400,0.1280,-0.1560,0,2.3400,1.2400,-0.7630,0
4766,Kepler-931,1,1,5241.00,223.61,-198.95,0,0.810000,0.078000,-0.050000,0,0.860000,0.055000,-0.053000,0,-0.0100,0.1490,-0.1550,0,4.6800,6.1900,-2.8900,0
4767,Kepler-932,1,1,5331.00,194.78,-166.65,0,0.840000,0.074000,-0.054000,0,0.870000,0.057000,-0.052000,0,-0.0100,0.1420,-0.1570,0,4.6800,5.6000,-2.9100,0
4768,Kepler-933,1,1,5346.00,65.89,-87.13,0,0.840000,0.071000,-0.051000,0,0.870000,0.041000,-0.048000,0,-0.0200,0.1530,-0.1660,0,4.6800,6.4700,-2.9300,0
4769,Kepler-934,1,1,5001.00,68.25,-76.01,0,0.770000,0.035000,-0.034000,0,0.810000,0.036000,-0.039000,0,0.0100,0.1490,-0.1580,0,4.4700,6.1500,-2.6600,0
4770,Kepler-935,1,1,4830.00,74.56,-87.15,0,0.730000,0.030000,-0.036000,0,0.780000,0.035000,-0.041000,0,-0.0100,0.1590,-0.1730,0,3.8000,6.0400,-2.0700,0
4771,Kepler-936,1,1,5482.00,99.27,-127.57,0,0.890000,0.111000,-0.055000,0,0.920000,0.043000,-0.048000,0,0.0500,0.1370,-0.1580,0,4.5700,5.8300,-2.9000,0
4772,Kepler-937,1,2,6095.00,81.71,-127.30,0,1.220000,0.422000,-0.153000,0,1.150000,0.123000,-0.081000,0,0.0800,0.1430,-0.1450,0,3.2400,1.2700,-1.4200,0
4773,Kepler-937,1,2,6095.00,81.71,-127.30,0,1.220000,0.422000,-0.153000,0,1.150000,0.123000,-0.081000,0,0.0800,0.1430,-0.1450,0,3.2400,1.2700,-1.4200,0
4774,Kepler-938,1,1,5533.00,95.38,-107.50,0,0.890000,0.097000,-0.060000,0,0.920000,0.046000,-0.053000,0,-0.0300,0.1480,-0.1820,0,4.2700,5.5000,-2.5600,0
4775,Kepler-939,1,1,5471.00,149.70,-105.85,0,0.850000,0.090000,-0.068000,0,0.880000,0.057000,-0.061000,0,-0.1200,0.1650,-0.2010,0,4.4700,5.6500,-2.7900,0
4776,Kepler-94,1,2,4781.00,98.00,-98.00,0,0.760000,0.030000,-0.030000,0,0.810000,0.060000,-0.060000,0,0.3400,0.0700,-0.0700,0,1.4100,,,0
4777,Kepler-94,1,2,4781.00,98.00,-98.00,0,0.760000,0.030000,-0.030000,0,0.810000,0.060000,-0.060000,0,0.3400,0.0700,-0.0700,0,1.4100,,,0
4778,Kepler-940,1,1,5769.00,169.66,-95.40,0,0.960000,0.125000,-0.081000,0,0.970000,0.066000,-0.065000,0,-0.0800,0.1520,-0.1990,0,3.6300,3.3800,-1.9800,0
4779,Kepler-941,1,1,5539.00,154.02,-104.04,0,0.860000,0.095000,-0.076000,0,0.890000,0.059000,-0.069000,0,-0.1500,0.1770,-0.2210,0,4.0700,5.0000,-2.4400,0
4780,Kepler-942,1,1,4861.00,77.85,-66.28,0,0.750000,0.016000,-0.015000,0,0.810000,0.027000,-0.029000,0,0.0900,0.0990,-0.1000,0,4.1700,2.6400,-2.1500,0
4781,Kepler-943,1,1,5612.00,121.64,-101.28,0,0.910000,0.110000,-0.074000,0,0.930000,0.050000,-0.064000,0,-0.0700,0.1610,-0.1960,0,4.2700,5.0500,-3.0000,0
4782,Kepler-944,1,1,5409.00,108.67,-133.24,0,0.830000,0.076000,-0.063000,0,0.860000,0.051000,-0.056000,0,-0.1100,0.1610,-0.1830,0,4.4700,6.0500,-2.8500,0
4783,Kepler-945,1,1,5718.00,119.29,-104.43,0,0.970000,0.168000,-0.086000,0,0.970000,0.053000,-0.059000,0,-0.0100,0.1340,-0.1920,0,4.4700,4.0800,-2.7000,0
4784,Kepler-946,1,1,5665.00,263.42,-144.77,0,0.930000,0.150000,-0.088000,0,0.940000,0.083000,-0.067000,0,-0.0900,0.1590,-0.1990,0,4.1700,4.6400,-2.4700,0
4785,Kepler-947,1,1,5508.00,133.16,-129.72,0,0.870000,0.085000,-0.072000,0,0.900000,0.053000,-0.063000,0,-0.0700,0.1600,-0.1970,0,4.2700,5.6200,-2.6300,0
4786,Kepler-948,1,1,5679.00,174.93,-134.32,0,0.940000,0.160000,-0.079000,0,0.960000,0.065000,-0.057000,0,-0.0200,0.1290,-0.1770,0,4.1700,4.0700,-2.5000,0
4787,Kepler-949,1,2,5403.00,200.90,-208.02,0,0.860000,0.105000,-0.067000,0,0.890000,0.063000,-0.054000,0,0.0100,0.1440,-0.1610,0,4.5700,5.8300,-2.8700,0
4788,Kepler-949,1,2,5211.00,181.00,-163.00,0,0.895000,0.186000,-0.129000,0,0.817000,0.104000,-0.064000,0,0.0800,0.2500,-0.3000,0,1.7400,2.5300,-1.2200,0
4789,Kepler-95,1,1,5699.00,74.00,-74.00,0,1.410000,0.040000,-0.040000,0,1.080000,0.080000,-0.080000,0,0.3000,0.1000,-0.1000,0,5.6300,,,0
4790,Kepler-950,1,1,5857.00,115.89,-163.53,0,1.020000,0.171000,-0.093000,0,1.020000,0.068000,-0.064000,0,0.0200,0.1350,-0.1700,0,3.8000,2.6000,-2.1000,0
4791,Kepler-951,2,1,4834.00,86.05,-91.65,0,0.730000,0.029000,-0.034000,0,0.770000,0.036000,-0.039000,0,-0.0100,0.1570,-0.1630,0,4.2700,6.0600,-2.4400,0
4792,Kepler-952,1,1,5730.00,87.45,-100.17,0,0.990000,0.214000,-0.082000,0,1.000000,0.055000,-0.049000,0,0.0600,0.1360,-0.1500,0,4.2700,3.6200,-2.5000,0
4793,Kepler-953,1,2,5416.00,40.78,-45.57,0,0.990000,0.086000,-0.073000,0,0.950000,0.031000,-0.032000,0,0.2600,0.0680,-0.0650,0,8.7100,3.2600,-4.9500,0
4794,Kepler-953,1,2,5416.00,40.78,-45.57,0,0.990000,0.086000,-0.073000,0,0.950000,0.031000,-0.032000,0,0.2600,0.0680,-0.0650,0,8.7100,3.2600,-4.9500,0
4795,Kepler-954,1,1,4990.00,61.28,-69.80,0,0.760000,0.017000,-0.018000,0,0.820000,0.024000,-0.032000,0,0.0200,0.1050,-0.1010,0,3.3900,2.8800,-1.6600,0
4796,Kepler-955,1,1,5350.00,73.41,-89.94,0,0.840000,0.068000,-0.044000,0,0.890000,0.038000,-0.043000,0,0.0200,0.1490,-0.1630,0,4.3700,6.2500,-2.6900,0
4797,Kepler-956,1,1,6040.00,114.09,-113.17,0,1.150000,0.298000,-0.135000,0,1.100000,0.091000,-0.073000,0,0.0200,0.1270,-0.1750,0,3.4700,1.6700,-1.7200,0
4798,Kepler-957,1,1,4963.00,47.52,-58.85,0,0.750000,0.034000,-0.040000,0,0.810000,0.034000,-0.042000,0,-0.0100,0.1840,-0.1770,0,2.7500,6.2800,-1.3000,0
4799,Kepler-958,1,1,5421.00,57.75,-54.04,0,0.860000,0.037000,-0.029000,0,0.910000,0.030000,-0.033000,0,0.0100,0.1050,-0.1090,0,4.3700,3.2000,-2.4500,0
4800,Kepler-959,1,1,7005.00,193.26,-159.47,0,2.010000,0.552000,-0.400000,0,1.600000,0.190000,-0.172000,0,0.0200,0.1410,-0.1540,0,1.3500,0.2800,-0.1900,0
4801,Kepler-96,1,1,5690.00,73.00,-73.00,0,1.020000,0.090000,-0.090000,0,1.000000,0.060000,-0.060000,0,0.0400,0.0700,-0.0700,0,2.3400,,,0
4802,Kepler-960,1,1,4755.00,41.26,-40.53,0,0.720000,0.023000,-0.030000,0,0.770000,0.033000,-0.038000,0,0.0200,0.1570,-0.1630,0,3.6300,6.1000,-1.9900,0
4803,Kepler-961,1,1,5582.00,53.72,-55.83,0,0.900000,0.034000,-0.028000,0,0.960000,0.029000,-0.033000,0,0.0500,0.1080,-0.1060,0,2.8200,2.1400,-1.3200,0
4804,Kepler-962,1,1,5478.00,72.81,-55.18,0,0.860000,0.023000,-0.026000,0,0.930000,0.027000,-0.033000,0,0.0100,0.1000,-0.1030,0,2.4000,1.9200,-0.9900,0
